Stock Symbol,Company Name,News Title,Sentiment,URL
JCI,Johnson Controls International plc Ordinary Share,"Birch Hill Investment Advisors LLC Purchases 9,596 Shares of NVIDIA Corporation (NASDAQ:NVDA)",Positive,https://www.etfdailynews.com/2025/07/05/birch-hill-investment-advisors-llc-purchases-9596-shares-of-nvidia-corporation-nasdaqnvda/
CNI,Canadian National Railway Company Common Stock,"Birch Hill Investment Advisors LLC Purchases 9,596 Shares of NVIDIA Corporation (NASDAQ:NVDA)",Positive,https://www.etfdailynews.com/2025/07/05/birch-hill-investment-advisors-llc-purchases-9596-shares-of-nvidia-corporation-nasdaqnvda/
APD,Air Products and Chemicals Inc. Common Stock,"Birch Hill Investment Advisors LLC Purchases 9,596 Shares of NVIDIA Corporation (NASDAQ:NVDA)",Positive,https://www.etfdailynews.com/2025/07/05/birch-hill-investment-advisors-llc-purchases-9596-shares-of-nvidia-corporation-nasdaqnvda/
CARR,Carrier Global Corporation Common Stock ,"Birch Hill Investment Advisors LLC Purchases 9,596 Shares of NVIDIA Corporation (NASDAQ:NVDA)",Positive,https://www.etfdailynews.com/2025/07/05/birch-hill-investment-advisors-llc-purchases-9596-shares-of-nvidia-corporation-nasdaqnvda/
CRH,CRH PLC Ordinary Shares,"Birch Hill Investment Advisors LLC Purchases 9,596 Shares of NVIDIA Corporation (NASDAQ:NVDA)",Positive,https://www.etfdailynews.com/2025/07/05/birch-hill-investment-advisors-llc-purchases-9596-shares-of-nvidia-corporation-nasdaqnvda/
,,NVIDIA Corporation (NASDAQ:NVDA) Shares Acquired by Tennessee Valley Asset Management Partners,Positive,https://www.etfdailynews.com/2025/07/05/nvidia-corporation-nasdaqnvda-shares-acquired-by-tennessee-valley-asset-management-partners/
,,China's intense EV rivalry tests Thailand's local production goals,Neutral,https://economictimes.indiatimes.com/news/international/business/chinas-intense-ev-rivalry-tests-thailands-local-production-goals/articleshow/122265341.cms
,,Boys track All-Scholastics and league All-Stars,Neutral,https://www.bostonherald.com/2025/07/05/boys-track-all-scholastics-and-league-all-stars-5/
,,Ajay Bagga outlines 3 reasons why market strength may sustain ahead,Negative,https://economictimes.indiatimes.com/markets/expert-view/ajay-bagga-outlines-3-reasons-why-market-strength-may-sustain-ahead/articleshow/122265325.cms
,,"Inside the house of Toyota: legacy, power, and a quiet restructuring",Neutral,https://finance.yahoo.com/news/inside-house-toyota-legacy-power-090502643.html
,,Budget bill includes $10B payday for states that spent on border security,Neutral,https://www.usatoday.com/story/news/politics/2025/07/05/trump-budget-bill-states-border-security/84463777007/
,,New York State Teachers Retirement System Has $9.36 Million Holdings in TopBuild Corp. (NYSE:BLD),Positive,https://www.etfdailynews.com/2025/07/05/new-york-state-teachers-retirement-system-has-9-36-million-holdings-in-topbuild-corp-nysebld/
,,"New York State Teachers Retirement System Has $8.40 Million Holdings in Dynatrace, Inc. (NYSE:DT)",Positive,https://www.etfdailynews.com/2025/07/05/new-york-state-teachers-retirement-system-has-8-40-million-holdings-in-dynatrace-inc-nysedt/
,,"New York State Teachers Retirement System Has $8.57 Million Stock Position in Simpson Manufacturing Company, Inc. (NYSE:SSD)",Positive,https://www.etfdailynews.com/2025/07/05/new-york-state-teachers-retirement-system-has-8-57-million-stock-position-in-simpson-manufacturing-company-inc-nysessd/
,,SICCI delegation explores business opportunities at Sri City SEZ,Positive,https://www.thehindubusinessline.com/news/national/sicci-delegation-explores-business-opportunities-at-sri-city-sez/article69776078.ece
,,"Amalgamated Bank Trims Stock Position in IDACORP, Inc. (NYSE:IDA)",Positive,https://www.etfdailynews.com/2025/07/05/amalgamated-bank-trims-stock-position-in-idacorp-inc-nyseida/
,,New York State Teachers Retirement System Boosts Holdings in RLI Corp. (NYSE:RLI),Positive,https://www.etfdailynews.com/2025/07/05/new-york-state-teachers-retirement-system-boosts-holdings-in-rli-corp-nyserli/
,,"New York State Teachers Retirement System Cuts Stock Holdings in CarMax, Inc. (NYSE:KMX)",Positive,https://www.etfdailynews.com/2025/07/05/new-york-state-teachers-retirement-system-cuts-stock-holdings-in-carmax-inc-nysekmx/
,,"Sumitomo Mitsui Trust Group Inc. Acquires 16,634 Shares of Uniti Group Inc. (NASDAQ:UNIT)",Positive,https://www.etfdailynews.com/2025/07/05/sumitomo-mitsui-trust-group-inc-acquires-16634-shares-of-uniti-group-inc-nasdaqunit/
,,"New York State Teachers Retirement System Sells 2,400 Shares of CACI International, Inc. (NYSE:CACI)",Positive,https://www.etfdailynews.com/2025/07/05/new-york-state-teachers-retirement-system-sells-2400-shares-of-caci-international-inc-nysecaci/
,,"Amalgamated Bank Decreases Position in KBR, Inc. (NYSE:KBR)",Positive,https://www.etfdailynews.com/2025/07/05/amalgamated-bank-decreases-position-in-kbr-inc-nysekbr/
,,Diagnostics,Neutral,https://seths.blog/2025/07/diagnostics/
,,"Valmont Industries, Inc. (NYSE:VMI) Shares Sold by Sumitomo Mitsui Trust Group Inc.",Positive,https://www.etfdailynews.com/2025/07/05/valmont-industries-inc-nysevmi-shares-sold-by-sumitomo-mitsui-trust-group-inc/
,,"Amalgamated Bank Has $2.86 Million Stock Position in UFP Industries, Inc. (NASDAQ:UFPI)",Positive,https://www.etfdailynews.com/2025/07/05/amalgamated-bank-has-2-86-million-stock-position-in-ufp-industries-inc-nasdaqufpi/
,,Amalgamated Bank Lowers Position in Universal Display Corporation (NASDAQ:OLED),Positive,https://www.etfdailynews.com/2025/07/05/amalgamated-bank-lowers-position-in-universal-display-corporation-nasdaqoled/
,,"More than just a paycheck, summer job program teaches youth life skills",Positive,https://www.pnj.com/story/news/local/education/2025/07/05/escambia-county-summer-job-program-benefits-young-adults/84427949007/
,,"Some 1,060 companies ready to prevent land fires: Minister",Positive,https://en.antaranews.com/news/364261/some-1060-companies-ready-to-prevent-land-fires-minister
,,Ukraine Strikes Russian Fighter Jet Airbase in Precision Aerial Attack,Neutral,https://www.newsweek.com/russia-drone-fighter-jet-aerial-attack-2094941
,,Megabill negotiations show Vance is a key player in the Trump administration,Positive,https://abcnews.go.com/Politics/megabill-negotiations-show-vance-key-player-trump-administration/story?id=123418081
,,How to Prevent a Fiasco in the Far East,Positive,https://freebeacon.com/columns/how-to-prevent-a-fiasco-in-the-far-east/
,,Why Watch Servicing Can Be An Unexpected Challenge,Neutral,https://www.fratellowatches.com/why-watch-servicing-can-be-an-unexpected-challenge/
,,Nurse on new CDC vaccine panel said to have been ‘anti-vax longer than RFK’,Neutral,https://www.yahoo.com/news/nurse-cdc-vaccine-panel-said-090006403.html
,,A top Blackstone executive on staying humble and how treating people unfairly will follow you,Neutral,https://www.businessinsider.com/vern-perry-blackstone-strategic-partners-career-advice-secondaries-2025-6
,,A professional field hockey captain and serial entrepreneur says these 4 traits make a good leader,Positive,https://www.businessinsider.com/hockey-player-entrepreneur-traits-define-good-leader-2025-7
,,【災害時の備えに】今話題のポリ袋「アイラップ」のBESTレシピが発売決定！TV出演多数のポリ袋の達人が教える、“いざ”という時に役立つ「知って得する」レシピ集,Neutral,https://prtimes.jp/main/html/rd/p/000000083.000129409.html
,,Talking Point: What Are You Playing This Weekend? (5th July),Positive,https://www.nintendolife.com/features/talking-point-what-are-you-playing-this-weekend-5th-july
,,"Ephrata school librarian returns from Finland, proposes partnering schools with public libraries",Neutral,https://lancasteronline.com/news/local/ephrata-school-librarian-returns-from-finland-proposes-partnering-schools-with-public-libraries/article_97e84ee6-a7ea-4af0-8ccf-edfba9bb8f17.html
,,How Trump's “Big Beautiful Bill” May Reshape Gen-Z Retirement Strategies?,Positive,https://www.forbes.com/sites/alejandrarojas/2025/07/05/how-trumps-big-beautiful-bill-may-reshape-gen-z-retirement-strategies/
,,Lower St. John River hill once home to cutting-edge telecommunications tech,Negative,https://www.cbc.ca/news/canada/new-brunswick/kingston-peninsula-visual-telegraph-1.7576442
,,"'Buy now, pay later' purchases can now affect your credit score. Here's what that means",Positive,https://www.npr.org/2025/07/05/nx-s1-5448793/credit-score-fico-buy-now-pay-later-affirm-klarna
,,Saga of Black Refugees who left N.S. 200 years ago shaped a Canadian trailblazer,Neutral,https://www.cbc.ca/news/canada/nova-scotia/black-refugees-who-left-ns-200-years-ago-rhonda-mcewen-1.7564200
,,Protesters gather for No Kings 2.0 on Independence Day,Neutral,https://roanoke.com/news/local/article_240e775a-974b-4798-bbd0-7e8440adf496.html
,,"SQL Server Careers: Still a Goldmine, or a Dead End?",Neutral,https://realsqlguy.com/sql-server-careers-goldmine-or-dead-end/?utm_source=rss&amp;utm_medium=rss&amp;utm_campaign=sql-server-careers-goldmine-or-dead-end
,,Nvidia partner Hon Hai meets sales estimates on strong AI demand,Positive,https://www.bloomberg.com/news/articles/2025-07-05/nvidia-partner-hon-hai-meets-sales-estimates-on-strong-ai-demand
,,"Royal Gold, Inc. (NASDAQ:RGLD) Shares Sold by KBC Group NV",Positive,https://www.etfdailynews.com/2025/07/05/royal-gold-inc-nasdaqrgld-shares-sold-by-kbc-group-nv/
,,Best Esports Stocks Worth Watching – July 2nd,Positive,https://www.etfdailynews.com/2025/07/05/best-esports-stocks-worth-watching-july-2nd/
,,Anwar arrives in Brazil for BRICS summit,Positive,https://www.thestar.com.my/news/nation/2025/07/05/anwar-arrives-in-brazil-for-brics-summit
,,autopromptgen added to PyPI,Neutral,https://pypi.org/project/autopromptgen/
,,autopromptgen 0.1.0,Neutral,https://pypi.org/project/autopromptgen/0.1.0/
,,‘Car is tweaking.’ – A Chevy Cruze Owner Had A Big Problem With Her Car In A Fast Food Drive-Thru,Positive,http://twistedsifter.com/2025/07/a-chevy-cruze-owner-had-a-big-problem-with-her-car-in-a-fast-food-drive-thru/
